credit_limit_mad,gender,education_level,marital_status,age,payment_status_month_1,payment_status_month_2,payment_status_month_3,payment_status_month_4,payment_status_month_5,payment_status_month_6,bill_amount_month_1,bill_amount_month_2,bill_amount_month_3,bill_amount_month_4,bill_amount_month_5,bill_amount_month_6,payment_amount_month_1,payment_amount_month_2,payment_amount_month_3,payment_amount_month_4,payment_amount_month_5,payment_amount_month_6,target
46550.0,1,1,2,39,-1,-1,0,1,0,1,14885,13384,10778,11467,9416,9823,4274,7103,5503,2578,3028,1802,0
96600.0,1,1,2,22,4,4,3,2,2,2,42910,37624,36663,39566,39083,38731,4481,3938,4648,4828,2255,4745,1
80500.0,1,3,1,28,-1,-2,-2,-2,-2,-2,7860,8537,8427,8490,7100,5813,3073,3375,4981,2588,3097,2917,0
15050.0,1,2,1,30,-1,-1,-2,-2,-1,-1,3810,3154,2945,2931,2532,2526,650,492,938,463,460,485,0
20300.0,0,3,1,21,-1,-1,-1,-1,-1,0,9396,9191,9138,8275,7193,7249,1611,2360,1758,987,1204,889,0
6650.0,0,1,2,36,-1,-1,-1,0,-1,-2,2689,2235,2452,2570,2479,2372,1127,2276,2579,2088,1068,1681,0
103600.0,0,2,1,32,-1,-2,-2,-1,-2,-2,21360,19471,18515,18509,17613,15526,656,1322,636,589,1272,1324,1
5950.0,0,1,2,32,1,1,2,1,0,-1,4239,3427,3447,3585,2956,2456,464,322,385,403,325,134,0
19600.0,1,3,1,34,-1,-1,-1,-1,-1,-1,7332,6657,6337,5660,5034,4033,70,64,133,69,73,103,0
80500.0,0,2,2,28,1,0,0,1,0,1,9548,8853,7995,8658,8415,7896,3172,6539,5128,5764,4780,6641,0
32900.0,1,3,1,43,-2,-2,-2,-1,-2,-2,10703,10270,9297,9323,9949,10142,3181,3131,2599,2849,2597,2147,0
38500.0,1,1,1,37,-1,-1,-2,-2,-2,-2,20183,19024,19175,18770,16485,13213,2267,3345,1349,1354,2072,2224,0
28700.0,1,2,2,30,-1,0,-1,-2,-2,-1,20041,16087,14493,14383,15493,16023,4615,2081,4587,4330,2943,3486,0
4550.0,1,2,2,39,-1,-1,-1,0,0,1,1528,1336,1298,1234,1266,1180,134,159,129,167,229,130,0
34300.0,1,3,2,38,1,1,2,1,2,1,16795,13780,11596,10684,9262,9571,4280,1332,1383,1204,1751,1779,0
40250.0,1,2,2,26,1,2,1,1,1,0,24027,24709,20468,18716,15348,16860,14395,9698,12305,7782,7807,6974,0
13650.0,0,2,2,33,2,3,2,2,2,1,3944,3753,3715,3171,3484,3411,393,258,334,522,382,627,0
45150.0,1,1,2,33,0,1,1,1,0,0,21072,19494,20331,16721,17249,16545,2128,1454,3142,1886,2130,1997,1
15050.0,0,2,1,30,0,1,0,1,1,0,7078,6181,5856,6187,5674,4657,2857,1788,2352,923,1868,1860,0
79800.0,0,1,1,23,4,4,3,3,3,4,74071,75578,61589,55045,57936,49910,13016,18665,25609,15061,21670,24074,0
22050.0,1,1,1,29,0,1,0,1,2,2,9864,9498,8476,8142,6919,7294,673,1499,1082,670,1101,572,1
38500.0,0,1,1,47,1,0,0,0,0,1,21024,17072,18262,19291,20062,16376,2743,3353,3601,3615,3510,1923,0
30100.0,1,4,2,29,-1,0,1,2,3,4,10975,12021,12079,11333,10801,9137,3932,8050,5556,5221,8096,6388,0
44100.0,1,1,2,43,2,1,1,0,1,1,21469,17189,18434,15678,15447,13442,922,2028,2295,1572,1119,1088,0
25200.0,1,3,2,35,1,2,2,1,2,1,8069,7131,7084,5699,6210,5808,6158,3750,4455,3517,3462,3276,0
44100.0,0,4,2,37,-1,-1,0,1,1,0,16588,15228,12529,13008,10499,8566,10904,10510,9058,9741,7276,6548,0
43750.0,0,4,1,24,4,4,4,4,4,3,8440,7432,6598,6966,6422,5913,3510,3817,1648,1834,3564,2225,0
7700.0,1,3,1,46,2,3,4,4,5,6,2672,2857,2948,2856,2391,2007,578,1029,878,889,408,486,1
41650.0,1,3,2,54,1,1,1,1,2,3,23178,21289,21041,19878,18940,18142,7497,3929,5461,5577,8047,7537,0
15050.0,1,1,1,29,0,0,-1,-1,0,0,4823,4524,4444,4222,3728,3340,1659,2247,1273,2092,1068,1188,0
19950.0,1,1,2,47,0,-1,0,0,1,0,11722,9695,9885,9582,9367,9500,5053,8940,10155,9545,8550,7112,0
18200.0,1,2,1,23,2,1,1,0,1,0,11396,12036,10476,10853,10060,10854,2396,1632,2499,3068,1621,2451,1
15750.0,0,2,2,35,0,-1,-2,-2,-2,-2,10842,11049,11294,11212,10700,11338,3811,3449,3095,2626,3362,4182,0
80850.0,0,1,3,24,0,0,1,0,-1,-2,14132,13150,10708,8717,8000,8414,656,1157,1043,626,904,373,0
6650.0,1,2,2,38,-1,-2,-1,0,1,1,1918,1946,1916,1831,1701,1607,312,355,357,190,276,281,0
3500.0,0,2,1,33,0,-1,0,-1,-2,-2,334,304,309,286,250,217,130,111,82,99,46,77,0
13650.0,0,3,1,35,-2,-1,0,0,1,1,10109,10347,10609,9502,9326,10137,5896,6077,3614,4673,2480,5854,0
19250.0,1,2,1,47,2,1,2,3,2,3,9695,10124,11106,8939,7804,6667,1841,1913,2982,1471,1278,983,0
10850.0,1,2,2,46,0,1,0,-1,-2,-2,2944,2374,2226,2048,2194,2039,347,383,293,301,329,256,0
9800.0,1,2,1,33,1,0,0,-1,-1,0,913,956,1008,863,884,740,165,268,273,177,240,161,0
43050.0,1,2,1,45,0,-1,-2,-1,-2,-1,24771,22262,21281,20571,18802,19367,1069,1911,1408,815,1545,1246,0
25550.0,0,4,2,46,4,4,3,2,2,2,3650,3469,2780,2596,2127,1769,1961,1545,1685,677,1433,983,1
193903.49999999945,1,1,1,45,1,2,1,1,2,2,48711,45110,44693,36712,37288,35919,5918,15705,8702,11432,9227,12265,0
11200.0,1,2,2,36,6,7,8,7,8,7,5079,4986,5285,5576,4700,4424,2006,1771,1916,1083,767,789,1
32550.0,0,2,1,38,7,8,7,8,8,7,19189,16448,14056,14465,14256,13808,306,155,158,319,218,113,0
38150.0,1,2,1,32,0,1,1,0,1,0,14169,12738,13729,13282,14064,14074,3009,4175,4324,2049,4487,2128,1
17850.0,1,1,2,56,2,1,2,2,2,3,10494,9303,7445,7221,7315,7525,3875,3130,2269,2357,2543,2455,1
8750.0,1,1,1,39,0,1,0,-1,0,-1,3949,4334,4421,4266,4406,4165,2091,1651,2336,1907,1355,1927,1
21000.0,1,1,2,34,-1,-2,-2,-2,-2,-1,6967,6776,6847,7384,6110,5004,529,1014,1109,932,745,467,0
37800.0,1,1,1,40,-2,-2,-2,-2,-2,-2,16923,14209,14313,14711,15975,15074,3713,2480,1206,2750,2297,1516,1
12600.0,0,3,1,37,0,-1,-2,-1,-1,-1,6188,5375,4891,4053,3783,3359,3250,4423,1437,3295,1471,1228,0
18550.0,0,2,1,54,1,1,1,2,1,2,4920,5160,5373,5202,5503,5657,4815,2839,4289,2526,2671,3381,0
20650.0,1,1,1,35,-1,-2,-2,-2,-2,-1,1149,1101,1178,1180,1280,1070,418,290,405,526,524,431,0
11200.0,1,2,2,42,0,0,0,1,0,-1,2420,1936,1886,1800,1475,1472,398,160,413,172,162,259,0
73850.0,1,1,1,34,0,0,-1,-1,-1,-1,10485,9507,9716,8463,8008,8516,2770,5696,5224,6172,5964,2951,1
26600.0,1,4,1,21,1,2,3,2,1,1,10893,10286,9876,10761,9064,7775,5801,6434,4398,3781,3549,4885,0
19250.0,1,2,1,35,2,2,2,1,1,2,9843,8263,6864,6043,4975,4829,718,266,370,423,283,258,0
47950.0,1,4,1,43,0,-1,-1,-1,-2,-2,9662,7949,6463,5638,4784,4891,1601,1295,1562,934,1009,855,0
26250.0,1,1,1,36,0,0,1,2,3,3,6640,6518,5513,5563,5382,4503,1097,2469,1227,1953,1497,1091,1
68250.0,1,3,2,24,-1,-1,0,0,1,2,19688,19957,20805,22775,24027,25825,2447,3720,4761,2913,5423,3839,0
10500.0,1,1,2,50,1,0,0,-1,-2,-2,6218,5380,5180,5179,5176,4843,3094,3046,2684,2354,2246,1565,1
39550.0,1,1,1,24,-1,0,-1,0,1,2,14524,13394,13016,12696,11024,10759,1478,1656,1785,1148,1836,1361,0
22400.0,1,1,1,28,0,-1,-1,-2,-2,-2,5760,6284,6875,6284,5208,4672,2765,2588,3542,2066,1634,2070,0
77350.0,0,2,2,25,-1,-2,-2,-1,-2,-1,15995,14446,14567,12728,12083,10924,11535,7088,9429,9091,11306,6032,1
54950.0,0,1,1,25,-1,-2,-2,-1,0,0,24235,23776,19623,21278,19311,15666,3961,2417,2096,3141,2829,1331,0
29750.0,0,2,1,35,0,0,0,-1,0,-1,10510,9999,9624,9314,7590,7220,2754,1127,2173,1912,1945,1095,0
30100.0,1,3,1,41,2,1,2,2,3,2,3934,3914,3641,3869,3397,3156,379,241,276,312,448,251,0
21350.0,0,1,2,30,-2,-2,-2,-2,-1,-1,5518,4579,3698,3747,3630,3150,12,12,9,4,4,5,0
64050.0,1,1,1,40,-1,-2,-2,-2,-2,-2,4433,3712,3965,3788,3467,3057,342,761,644,582,671,295,0
14000.0,1,3,1,42,1,1,0,0,-1,0,7535,7535,8010,6485,5388,5566,526,951,1010,687,676,525,0
21700.0,0,2,2,32,-1,-1,-1,0,-1,-1,12559,12402,13064,12460,13052,11383,1836,2134,1807,3787,3341,2949,0
40950.0,1,3,2,21,-1,0,-1,-1,0,-1,7958,6773,6538,5682,4975,4902,3240,1807,2933,1945,1340,1678,1
11550.0,0,2,2,49,0,0,1,2,3,4,5003,5273,4585,3701,3857,3348,1034,1030,1182,867,794,794,0
9100.0,0,2,2,29,-1,-2,-1,0,1,2,1307,1050,978,973,917,813,120,65,115,135,128,104,0
52150.0,1,1,1,21,-1,0,1,1,0,0,9676,8896,7430,6002,6385,5992,4111,4968,2664,2460,4164,3264,0
6300.0,0,4,1,31,0,1,2,1,1,1,962,817,807,664,572,561,436,701,607,430,509,485,1
53200.0,0,3,1,40,0,-1,0,1,1,1,14747,16185,13592,13605,14314,11934,6374,4513,2430,6190,3535,3878,0
16800.0,1,4,2,42,0,0,0,0,1,0,1148,922,738,620,509,470,500,462,279,181,178,208,1
7700.0,1,2,2,25,2,3,4,5,4,4,2984,2861,2841,2635,2623,2557,649,703,801,886,487,901,0
79100.0,0,3,2,21,-1,-2,-2,-2,-2,-2,40190,41124,33133,30966,32097,28433,13832,18387,16786,7511,12927,11550,0
4550.0,1,2,2,38,-1,-2,-2,-2,-2,-2,1018,853,683,628,513,414,350,260,264,237,158,140,0
63000.0,0,2,2,40,-1,-1,-1,-2,-2,-2,5798,5204,4797,4465,4741,4032,730,404,818,731,507,659,0
193903.49999999945,0,3,2,45,0,-1,-2,-2,-2,-2,161134,175093,156843,170146,140570,137901,36598,29577,22992,58478,39908,36929,0
107100.0,1,1,2,44,-1,0,-1,-2,-1,0,29730,24999,22369,19401,20563,17592,14640,21986,17680,11880,14019,7273,1
17500.0,1,1,1,36,-1,-1,0,0,-1,0,11507,10646,8964,7301,7573,7036,1888,1910,1282,756,757,1146,0
92050.0,1,1,2,27,1,0,-1,0,-1,-1,46006,43166,39154,32728,28800,24090,22536,16534,18306,13786,9713,4594,0
64400.0,1,3,2,31,0,0,1,0,-1,-2,4634,4492,4905,4878,5121,4966,398,562,642,599,334,310,0
10850.0,1,2,1,33,3,4,3,2,2,1,4906,4227,3848,3335,2833,2537,1253,701,1275,668,354,379,0
9450.0,1,2,1,27,-1,0,0,1,0,0,3835,4067,4195,3776,3077,2560,348,321,712,610,372,434,0
28700.0,0,4,2,45,4,5,4,4,4,5,9171,8214,7588,7154,6894,6445,1925,1145,1335,1052,1167,610,0
37800.0,1,2,1,44,0,0,0,-1,0,1,4437,3871,3806,3431,3462,3054,1566,963,883,1118,1736,1080,0
58800.0,0,1,1,22,-1,-2,-1,0,-1,0,10718,11774,10940,9130,8146,8056,1056,2852,2694,1493,810,705,0
56700.0,1,2,1,32,-2,-1,-1,-2,-1,-2,27276,28721,28116,23440,19557,21002,12305,16801,13756,10664,8567,10841,0
28000.0,0,3,2,54,4,4,5,6,7,6,10669,9861,9692,8700,8817,7122,6288,2980,3197,4095,5010,2055,0
14700.0,0,1,1,46,1,1,1,0,0,-1,6706,6466,6852,6801,7057,5892,1401,1484,1368,1218,2054,1948,0
52500.0,1,2,2,37,0,1,0,0,-1,0,24316,24365,20679,18234,16261,15122,809,1318,783,846,861,485,0
63700.0,1,1,2,45,-1,0,-1,0,0,-1,31696,32231,26280,28801,30744,25074,12381,15201,12031,15951,21666,7315,0
26250.0,1,2,2,50,0,0,1,2,1,1,8762,7352,6521,6947,7187,7707,2130,1811,1645,2387,1212,2620,0
19250.0,1,1,2,36,-2,-2,-2,-2,-1,-2,6370,6500,6885,6354,6143,5435,2236,3432,3334,3781,2715,1388,0
14700.0,0,1,2,23,0,-1,0,-1,-1,-2,878,808,660,689,606,575,52,52,66,31,40,48,0
5950.0,0,2,1,43,-1,-2,-2,-2,-2,-1,3281,3554,3093,2519,2223,2132,542,512,462,401,413,371,0
11900.0,0,4,1,43,0,0,0,-1,-2,-2,929,753,639,601,592,554,131,53,45,43,54,97,0
85050.0,1,2,2,26,-2,-1,0,0,0,1,32025,31738,33797,33545,36639,38520,3607,4452,1953,3790,4063,2293,0
23800.0,1,4,3,37,4,5,5,6,7,7,4091,4010,3402,3602,3344,3245,2505,2718,2538,2504,1515,2652,0
13300.0,1,2,1,28,1,0,-1,-1,-1,-2,9492,10005,8714,9053,9101,8114,2092,1268,1165,1593,844,1592,1
22400.0,0,1,1,21,5,5,6,7,6,5,12845,13746,14992,16082,14825,13552,4263,4971,7248,3718,7901,3165,1
16450.0,1,1,1,37,-1,0,-1,0,1,1,650,648,519,469,433,352,239,84,124,154,78,58,0
34300.0,1,4,2,48,-1,-1,-1,0,0,0,17604,17541,14637,11862,12478,13372,8776,11037,6900,2876,7460,7130,0
16800.0,1,2,2,38,-1,-1,-2,-2,-1,0,7181,6013,6006,5528,4657,4616,1446,2145,2385,2385,2156,1250,0
22050.0,1,4,2,37,-1,-1,-1,-2,-1,0,16442,16740,16700,14781,13950,11803,1407,1160,1751,1261,1481,944,0
3500.0,1,1,1,23,1,0,0,-1,0,-1,404,356,379,329,321,301,42,80,83,64,80,46,1
9450.0,0,1,1,41,-1,-2,-1,0,-1,-2,7609,6840,7095,6321,6545,5554,5862,4579,2158,4528,3050,4109,0
30450.0,0,2,1,30,0,-1,-2,-2,-2,-2,7660,8233,7203,6336,6812,7266,2962,3055,3085,2918,1251,3201,0
19950.0,1,1,1,28,0,-1,0,1,2,3,18182,16932,16113,14184,14660,14360,8175,4557,7092,5151,3741,3033,0
38850.0,0,1,2,43,0,0,1,1,1,2,2313,2223,2226,2304,2362,2146,857,658,1260,1348,1330,1080,0
28700.0,0,2,1,24,0,1,1,1,2,2,16484,14371,13875,12307,11010,9107,2145,2284,2619,2029,1181,1805,0
81900.0,0,2,1,33,-1,-1,-1,-1,-1,0,14971,12153,11054,10458,11265,12331,1632,842,1588,1889,964,953,0
3500.0,0,1,2,24,0,0,0,0,1,1,1806,1582,1391,1377,1372,1337,914,711,648,793,595,726,1
21700.0,1,1,1,32,-1,-2,-2,-2,-2,-1,14004,12862,12623,11195,11080,11181,7234,6876,3777,2337,4464,6435,0
40950.0,1,2,2,21,-1,0,1,0,0,1,23669,20589,19554,16824,15151,16037,2218,1889,1533,1577,1280,2689,0
24850.0,1,2,2,40,1,0,0,0,0,-1,18185,18047,15977,14411,15160,13130,7086,8737,4785,4629,6864,3689,1
18200.0,0,2,1,39,0,-1,-1,-2,-2,-2,5105,5032,4299,3587,3761,3551,2413,2312,1826,1721,2451,1668,1
15400.0,1,2,1,55,2,2,1,0,-1,-2,9161,9998,9184,9464,9070,7902,2067,1176,1566,1843,2174,887,1
12950.0,1,3,2,37,-1,-2,-2,-1,-2,-1,3899,3685,3551,3369,3559,3660,2005,1719,1605,1853,1832,1491,1
15400.0,0,2,2,27,-1,0,1,2,1,1,6119,4900,5042,5395,4632,4377,1825,717,552,1587,1143,874,0
9800.0,1,4,1,44,0,1,2,1,0,0,6046,6441,5776,5229,4306,4409,4867,3404,4608,2819,1347,2014,0
18200.0,0,2,1,44,0,0,-1,-1,0,-1,3220,3207,2736,2190,1947,1915,672,460,759,425,329,496,0
10850.0,1,1,1,47,0,0,1,0,1,0,6852,6558,6795,6709,6635,5488,285,308,561,570,315,422,0
61950.0,1,2,2,21,2,1,1,2,3,3,52422,56081,61547,51042,50040,52059,18919,10518,12814,9569,16182,10699,0
10500.0,0,2,1,29,1,1,2,3,3,2,4181,3478,3684,3034,2655,2309,178,137,279,125,163,130,0
95200.0,0,2,2,27,0,1,1,0,1,2,30523,31295,25453,22376,24541,20695,3511,6169,5447,5202,2366,2219,0
54600.0,1,2,2,49,1,1,2,2,2,1,11107,10160,10852,9264,8773,9088,5307,4379,5933,3025,3669,2509,0
66850.0,1,1,2,42,-1,0,1,0,0,1,23621,22469,24709,25467,24427,19750,1244,1885,1622,2146,2936,1917,1
22400.0,1,2,1,45,0,1,0,0,1,1,18417,20130,20520,22383,18983,15765,990,1345,1039,835,1245,491,0
8050.0,1,3,1,25,-1,-1,0,-1,-2,-1,3118,3152,3182,3264,2644,2255,1458,1178,1086,835,452,924,1
4900.0,0,2,2,36,1,2,2,3,3,2,298,259,265,219,227,248,30,15,22,27,32,23,0
49000.0,0,2,1,21,-1,0,0,-1,-2,-1,30811,25969,25278,22428,20508,17792,11031,8788,6871,11000,4076,6923,0
21000.0,1,4,2,25,2,3,3,3,2,3,8136,7659,6854,5722,6266,5524,4136,3608,3796,1996,3301,2228,1
15400.0,0,2,1,36,-1,0,1,2,1,0,2311,2348,1999,1768,1750,1618,863,1119,1260,1114,878,595,1
41650.0,1,1,2,37,3,3,2,3,3,4,3952,4347,4642,3946,4189,4222,259,422,173,174,310,361,0
193903.49999999945,1,3,2,39,0,-1,-1,-1,-1,0,48418,50712,55079,51255,51708,43878,24010,17679,35280,18164,22594,35923,0
23800.0,1,1,1,29,0,1,1,1,2,2,13156,10534,10503,9026,8505,8203,2200,782,693,978,1482,1138,1
62650.0,0,2,2,39,7,6,6,6,7,7,23230,25428,25978,28048,22928,24955,11076,8256,12158,8788,4553,10332,0
19950.0,1,1,2,35,-1,-1,-2,-2,-2,-1,11478,11467,12502,11104,11090,11096,5929,6300,8561,6091,3154,5305,0
54950.0,1,1,1,49,-1,-1,0,1,0,1,15465,14433,14513,15706,16401,14138,7793,7366,3499,4217,5977,9524,0
25200.0,1,1,1,31,2,3,3,2,3,4,10269,10603,9769,10064,10625,10140,6018,5584,2417,5470,3273,2374,0
52150.0,1,2,2,21,1,1,2,3,3,4,19335,17907,18713,17173,17348,15332,7746,4489,6090,3574,6020,4644,0
40250.0,0,1,2,41,0,0,0,0,0,-1,14640,13210,11904,12316,10506,9685,5792,4373,4476,4600,5010,1821,1
12950.0,1,1,1,38,2,3,4,5,6,7,3885,3126,3155,2646,2658,2899,1107,866,455,345,416,843,1
6650.0,1,3,1,27,3,2,1,0,0,-1,3184,3416,2960,2489,2194,2308,161,181,264,131,143,159,0
3500.0,0,3,1,32,0,-1,-1,0,1,2,2335,1948,1905,1828,1850,1853,164,126,62,71,99,56,0
33600.0,0,3,1,37,-1,0,1,1,2,2,11407,10085,10496,9072,8264,7645,2952,1563,1262,1645,1855,1538,0
78050.0,0,3,3,32,-1,-1,-1,-1,0,0,62335,51832,56077,48991,42465,34034,6325,3343,3597,5022,3162,3619,0
39200.0,0,2,1,25,2,3,2,3,4,3,29082,31147,30475,27262,22075,21968,12565,7876,13264,5818,7253,5044,0
80150.0,0,3,2,33,-1,0,0,0,0,0,30569,24950,21279,21643,17537,17207,9896,12587,10122,7023,7342,4954,0
103950.0,1,2,2,43,0,0,0,0,-1,-2,56902,53621,58393,60733,64533,70657,14316,7322,15465,19145,11646,12039,0
36400.0,0,2,2,32,-1,-1,-1,-1,-2,-2,16968,13633,13187,14467,15459,16442,4004,4056,2551,2535,2345,4908,0
3500.0,0,2,1,37,1,2,3,3,4,3,885,757,680,656,704,675,209,99,173,231,153,98,0
8050.0,1,1,2,33,0,-1,-1,-2,-2,-1,4505,4785,4507,4328,3755,3580,121,174,167,229,180,128,1
12250.0,0,3,2,24,3,4,3,3,4,4,8624,7091,6854,7230,7696,8198,1085,807,653,1025,750,491,1
6650.0,1,2,2,34,0,-1,-1,-1,0,0,3692,3380,3355,2718,2661,2646,754,1162,1567,1457,1067,525,0
4900.0,0,1,2,31,-1,-1,0,0,-1,0,995,936,832,721,674,628,369,327,358,234,236,264,1
22050.0,0,1,1,42,0,1,1,0,0,-1,3280,2783,2277,2477,2699,2870,406,829,276,527,768,536,0
8050.0,1,1,2,46,1,0,-1,0,1,0,1519,1407,1225,1245,1216,1083,284,397,192,350,203,284,0
11200.0,1,3,1,43,-1,-2,-1,-2,-2,-1,1428,1454,1593,1463,1186,1076,508,292,288,405,213,298,1
29400.0,1,4,2,28,-1,-1,-2,-2,-1,-1,5424,4737,4797,4450,4642,5097,3744,2328,2818,2239,2926,2197,0
10500.0,1,2,2,24,4,5,4,5,5,6,6084,5389,5868,5609,4895,3944,2012,946,1516,1309,1463,1431,1
24500.0,1,1,2,21,-1,-2,-1,0,0,0,11358,9690,9817,8339,9156,7947,327,142,156,241,287,215,0
17850.0,0,1,2,37,4,3,3,2,3,4,705,705,608,635,541,584,18,27,21,23,8,15,0
60900.0,0,3,1,28,1,1,1,1,1,0,39837,34362,29639,29954,27745,26946,3026,1141,2026,1355,1752,1703,1
12600.0,1,1,1,25,0,1,0,-1,-2,-1,7947,7836,7810,6612,5711,5491,1759,3072,2156,1086,1988,963,0
6650.0,1,4,2,53,-1,0,0,0,1,2,978,1046,1001,952,862,822,237,133,201,201,117,104,0
17150.0,1,2,1,39,0,0,-1,-2,-2,-1,4106,4485,4574,4347,3666,3300,715,636,556,859,733,684,0
160300.0,1,3,2,38,3,2,3,2,1,0,106636,92803,91628,96604,80697,74964,39239,22193,45302,52429,25926,25083,0
92050.0,0,2,2,38,0,-1,0,1,2,3,32698,29785,30191,27244,27620,27885,1128,676,610,739,1023,759,0
101850.0,1,2,1,50,-1,-2,-2,-1,0,-1,18132,16417,17132,18498,16181,13729,7390,4195,5390,5146,8032,4367,0
33600.0,0,2,1,33,0,-1,-1,-2,-1,-1,19736,16127,15637,16512,13497,13874,3389,3650,6907,7096,3631,5573,1
27300.0,1,3,2,41,0,0,0,-1,0,0,10420,9463,10397,9011,9308,8169,807,1090,1579,600,1659,1240,0
9100.0,1,3,3,43,-1,-2,-1,-1,0,0,3569,3586,3936,3737,3524,3051,1955,2562,1661,1805,2368,1168,0
35000.0,1,2,1,52,1,1,1,1,1,2,22619,20519,16960,16915,14292,15380,3518,2781,1730,3350,1270,3270,1
6650.0,1,2,1,35,0,1,0,1,2,2,2445,2079,1670,1585,1516,1252,789,738,324,304,335,286,0
19250.0,1,4,2,46,0,0,-1,-1,0,-1,14680,15005,13170,13806,12591,12368,7788,9268,8900,11739,8758,7102,0
33250.0,0,4,3,21,1,0,1,1,2,1,9021,8024,6421,6256,6621,5325,3856,5866,2906,2898,2831,3834,1
13300.0,1,2,1,54,1,1,0,1,2,3,2014,2023,2000,1758,1457,1530,112,115,180,204,80,155,0
33950.0,1,1,2,39,0,1,1,0,-1,-1,838,832,866,819,688,600,147,370,197,280,341,168,1
14350.0,1,1,1,42,2,1,2,1,0,0,4825,5272,4817,4690,3884,4040,935,2564,2298,1363,1151,2158,1
3500.0,0,3,2,23,0,1,0,-1,-2,-2,913,1002,803,816,815,738,302,164,199,139,251,97,0
45850.0,1,1,1,23,-1,0,1,0,-1,-1,12661,12999,11595,11400,11537,11749,467,825,972,917,930,907,1
40600.0,0,1,1,29,-1,-1,-2,-1,-2,-2,3623,3354,2944,2874,2807,2678,2212,2126,1379,1448,1162,1061,0
13300.0,0,1,2,35,-1,-1,-1,0,-1,-1,11542,11748,10941,9846,10065,9736,1491,1147,1226,1519,1163,1143,0
21350.0,1,2,1,33,1,0,-1,0,0,-1,12879,12569,10617,8600,9244,9798,2401,1714,1028,1032,1835,1290,0
193903.49999999945,0,2,1,31,-2,-2,-2,-1,0,-1,133286,113341,102178,112037,112049,89705,84118,30180,49350,54436,45872,47162,0
43750.0,0,1,2,33,2,2,2,3,3,2,12492,10776,9438,8488,7058,6470,2800,7120,3520,5636,2678,1853,1
12950.0,1,1,1,21,2,1,0,-1,-2,-1,11077,10133,8569,8119,7183,7389,4402,3102,3506,3434,2225,1797,0
31500.0,1,3,1,39,0,1,0,1,1,1,4743,4065,4098,3661,3477,3468,2076,1035,1268,2651,2150,1437,1
38850.0,1,4,2,33,-1,0,0,1,1,0,23394,19520,21071,22610,23516,20167,20782,10060,17071,18664,12177,11453,0
17150.0,1,1,2,44,-1,0,1,1,1,2,9251,9142,7351,7114,6930,7288,1367,3984,2785,2773,1278,2563,0
19600.0,1,1,1,31,-1,0,-1,-2,-1,0,15636,16744,13652,14682,14442,11699,2897,3527,3132,2206,1506,2375,0
4550.0,0,2,3,32,3,4,5,6,6,5,777,624,530,502,548,452,278,121,152,108,106,126,1
19950.0,0,3,1,36,0,0,0,1,0,1,2445,2366,2522,2429,2037,1669,423,430,392,411,212,306,0
7000.0,1,3,2,41,0,-1,0,0,-1,0,1796,1868,1611,1488,1279,1308,1629,1587,1096,1036,906,977,1
7700.0,1,2,1,46,7,7,8,8,7,7,4438,3855,4143,3826,3551,3691,687,404,519,232,503,236,0
15400.0,1,3,1,35,-1,-1,-1,-1,-1,-2,6267,5079,5228,4691,4194,3550,3378,2103,1904,1435,1711,804,0
35350.0,1,1,2,39,1,0,1,1,1,2,16728,15973,16638,16874,14851,14682,14252,12459,5700,16673,14311,9870,0
3850.0,0,1,2,35,2,3,2,2,3,4,1585,1294,1142,1177,1210,1227,613,373,335,247,228,219,1
16800.0,1,2,2,32,2,1,0,-1,-1,0,3796,3509,3682,3586,3132,2978,794,848,533,819,517,701,0
5950.0,0,3,1,21,2,1,2,2,2,3,1964,1703,1820,1713,1647,1802,520,534,270,314,469,626,1
156800.0,1,2,1,37,-1,-1,0,0,0,-1,68604,75320,79130,74163,78048,70185,2471,2267,5087,2838,5180,1861,1
5950.0,1,4,2,27,4,3,4,4,4,4,4134,4001,3266,2847,2778,2503,1909,887,1662,1383,1318,1379,1
21000.0,1,3,2,43,2,1,2,3,4,5,3780,4007,4383,3753,3708,3219,1253,1990,1272,2223,2610,1460,0
7350.0,0,2,2,27,0,1,2,3,4,4,968,794,709,730,781,671,286,388,238,127,344,315,0
32200.0,0,1,1,30,3,4,5,5,5,5,12182,9862,9151,7565,7128,6644,3106,1443,1655,2565,1662,1803,0
3500.0,0,1,2,27,2,1,1,2,2,2,1365,1465,1521,1511,1393,1286,607,452,700,325,337,435,0
82600.0,1,3,2,40,2,2,1,2,1,1,30033,27421,27609,28820,25988,28085,6460,4571,3728,5199,4111,4977,0
193903.49999999945,1,1,1,32,-1,0,-1,-1,-2,-1,74166,69679,58672,53715,46949,50281,2784,2401,1717,2777,1472,2297,1
64750.0,0,1,2,40,0,0,1,1,0,-1,41962,36810,38150,41558,41596,35049,15749,9694,15468,9151,14394,9633,1
25550.0,0,4,1,21,-1,-2,-2,-1,-1,-1,17549,18592,15748,14885,15711,12818,6370,7773,5402,6449,4685,2285,0
16100.0,1,3,1,53,-1,-1,0,0,0,0,10372,10197,9407,8534,8272,8067,1727,1850,1302,903,686,1426,0
9100.0,0,1,2,26,0,1,2,3,2,2,2728,2713,2816,2799,2470,2693,1008,890,849,607,501,473,0
7350.0,1,3,2,42,0,0,0,-1,0,-1,1376,1188,960,821,726,666,430,644,240,326,209,395,0
