ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
213,226000,2,2,2,38,-2,-2,-2,-2,-2,-1,67091,64227,64614,56002,52838,57580,20135,10353,30187,9480,18146,10171,0
214,138000,1,2,0,41,2,3,4,5,6,7,122938,114953,117550,120495,112094,99774,5203,12135,11974,7113,5037,9476,0
215,73000,2,2,2,39,-2,-2,-1,-2,-2,-1,59650,49080,44242,39620,42511,35874,3583,1680,2210,1368,2216,975,0
216,24000,1,1,1,21,0,1,1,0,1,1,10183,10939,10945,10559,9942,10599,3380,4419,1991,2953,2363,3509,0
217,32000,1,1,2,38,2,1,1,2,1,1,6140,5260,4924,5021,4571,3982,1270,2106,735,1247,1226,1622,0
218,46000,2,1,1,55,-1,0,-1,-2,-2,-2,5801,5924,5983,5108,4733,4121,1902,2017,1554,2410,2241,1202,0
219,133000,2,1,2,39,-1,-1,0,1,0,1,42530,38240,30793,32764,26902,28065,12212,20295,15724,7367,8652,5148,0
220,276000,2,1,2,22,4,4,3,2,2,2,122599,107496,104752,113047,111665,110660,12803,11252,13280,13795,6444,13557,1
221,230000,2,3,1,28,-1,-2,-2,-2,-2,-2,22458,24392,24078,24257,20287,16609,8779,9644,14232,7394,8849,8334,0
222,43000,2,2,1,30,-1,-1,-2,-2,-1,-1,10886,9012,8414,8374,7234,7217,1856,1407,2680,1322,1313,1385,0
223,58000,1,3,1,21,-1,-1,-1,-1,-1,0,26847,26259,26108,23643,20552,20711,4604,6744,5022,2819,3439,2539,0
224,19000,1,1,2,36,-1,-1,-1,0,-1,-2,7682,6387,7007,7344,7083,6776,3220,6504,7368,5965,3051,4802,0
225,296000,1,2,1,32,-1,-2,-2,-1,-2,-2,61030,55632,52900,52882,50322,44359,1873,3777,1817,1682,3634,3784,1
226,17000,1,1,2,32,1,1,2,1,0,-1,12112,9792,9849,10244,8446,7017,1327,920,1101,1152,928,382,0
227,56000,2,3,1,34,-1,-1,-1,-1,-1,-1,20948,19021,18106,16172,14383,11524,199,184,381,198,208,294,0
228,230000,1,2,2,28,1,0,0,1,0,1,27279,25294,22843,24737,24044,22560,9064,18683,14652,16468,13657,18973,0
229,94000,2,3,1,43,-2,-2,-2,-1,-2,-2,30581,29342,26562,26636,28426,28978,9089,8945,7425,8140,7419,6133,0
230,110000,2,1,1,37,-1,-1,-2,-2,-2,-2,57665,54355,54785,53629,47101,37752,6476,9558,3854,3870,5919,6355,0
231,82000,2,2,2,30,-1,0,-1,-2,-2,-1,57261,45963,41410,41095,44266,45779,13187,5946,13105,12372,8408,9959,0
232,13000,2,2,2,39,-1,-1,-1,0,0,1,4367,3817,3710,3526,3617,3370,383,453,368,477,655,370,0
233,98000,2,3,2,38,1,1,2,1,2,1,47986,39370,33132,30526,26464,27347,12230,3805,3952,3439,5004,5083,0
234,115000,2,2,2,26,1,2,1,1,1,0,68648,70597,58480,53474,43851,48172,41129,27710,35158,22233,22307,19926,0
235,39000,1,2,2,33,2,3,2,2,2,1,11270,10723,10613,9060,9954,9746,1124,738,953,1490,1091,1792,0
236,129000,2,1,2,33,0,1,1,1,0,0,60206,55698,58088,47774,49283,47272,6079,4153,8977,5389,6087,5707,1
237,43000,1,2,1,30,0,1,0,1,1,0,20224,17659,16730,17676,16212,13305,8164,5110,6720,2637,5337,5313,0
238,228000,1,1,1,23,4,4,3,3,3,4,211632,215936,175969,157271,165532,142600,37189,53328,73168,43031,61915,68784,0
239,63000,2,1,1,29,0,1,0,1,2,2,28183,27138,24216,23262,19769,20840,1923,4283,3091,1913,3147,1635,1
240,110000,1,1,1,47,1,0,0,0,0,1,60069,48778,52177,55117,57319,46790,7836,9581,10288,10329,10028,5494,0
241,86000,2,4,2,29,-1,0,1,2,3,4,31358,34346,34511,32379,30861,26105,11233,23000,15873,14918,23132,18250,0
242,126000,2,1,2,43,2,1,1,0,1,1,61340,49111,52669,44794,44133,38405,2634,5794,6558,4490,3196,3110,0
243,72000,2,3,2,35,1,2,2,1,2,1,23055,20375,20241,16283,17742,16593,17594,10713,12728,10048,9891,9361,0
244,126000,1,4,2,37,-1,-1,0,1,1,0,47393,43509,35796,37167,29996,24474,31154,30030,25879,27831,20789,18709,0
245,125000,1,4,1,24,4,4,4,4,4,3,24114,21233,18851,19902,18350,16893,10028,10907,4708,5239,10183,6358,0
246,22000,2,3,1,46,2,3,4,4,5,6,7633,8163,8422,8161,6832,5734,1651,2941,2510,2541,1165,1390,1
247,119000,2,3,2,54,1,1,1,1,2,3,66223,60827,60116,56795,54113,51835,21421,11227,15604,15933,22991,21535,0
248,43000,2,1,1,29,0,0,-1,-1,0,0,13780,12927,12696,12064,10651,9544,4740,6419,3636,5977,3051,3393,0
249,57000,2,1,2,47,0,-1,0,0,1,0,33491,27700,28244,27378,26764,27143,14438,25544,29013,27272,24430,20321,0
250,52000,2,2,1,23,2,1,1,0,1,0,32560,34390,29931,31009,28742,31010,6847,4664,7139,8767,4632,7002,1
251,45000,1,2,2,35,0,-1,-2,-2,-2,-2,30976,31568,32269,32035,30571,32393,10889,9854,8842,7503,9605,11950,0
252,231000,1,1,3,24,0,0,1,0,-1,-2,40378,37570,30593,24907,22858,24039,1875,3306,2981,1790,2583,1065,0
253,19000,2,2,2,38,-1,-2,-1,0,1,1,5481,5561,5474,5232,4861,4592,891,1015,1021,542,788,804,0
254,10000,1,2,1,33,0,-1,0,-1,-2,-2,954,868,882,817,713,621,372,318,235,284,130,221,0
255,39000,1,3,1,35,-2,-1,0,0,1,1,28883,29562,30312,27149,26647,28963,16846,17363,10325,13352,7086,16727,0
256,55000,2,2,1,47,2,1,2,3,2,3,27700,28926,31730,25540,22296,19048,5261,5467,8521,4204,3651,2808,0
257,31000,2,2,2,46,0,1,0,-1,-2,-2,8411,6783,6359,5851,6269,5825,992,1094,836,859,939,731,0
258,28000,2,2,1,33,1,0,0,-1,-1,0,2608,2732,2879,2467,2526,2113,471,765,779,507,685,461,0
259,123000,2,2,1,45,0,-1,-2,-1,-2,-1,70773,63607,60802,58775,53721,55334,3053,5459,4024,2328,4414,3560,0
260,73000,1,4,2,46,4,4,3,2,2,2,10429,9911,7943,7416,6076,5054,5602,4413,4813,1935,4094,2809,1
261,641000,2,1,1,45,1,2,1,1,2,2,139174,128885,127694,104890,106537,102625,16908,44872,24864,32664,26364,35042,0
262,32000,2,2,2,36,6,7,8,7,8,7,14512,14245,15099,15932,13428,12640,5731,5061,5473,3095,2191,2255,1
263,93000,1,2,1,38,7,8,7,8,8,7,54825,46994,40160,41330,40731,39450,874,444,451,911,622,323,0
264,109000,2,2,1,32,0,1,1,0,1,0,40484,36395,39227,37949,40184,40211,8597,11928,12355,5855,12821,6080,1
265,51000,2,1,2,56,2,1,2,2,2,3,29984,26581,21271,20631,20901,21500,11071,8943,6482,6735,7266,7014,1
266,25000,2,1,1,39,0,1,0,-1,0,-1,11284,12384,12632,12189,12589,11901,5974,4717,6675,5448,3872,5505,1
267,60000,2,1,2,34,-1,-2,-2,-2,-2,-1,19907,19359,19562,21096,17458,14296,1511,2896,3168,2662,2129,1335,0
268,108000,2,1,1,40,-2,-2,-2,-2,-2,-2,48352,40598,40895,42032,45643,43069,10610,7086,3446,7856,6563,4332,1
269,36000,1,3,1,37,0,-1,-2,-1,-1,-1,17681,15358,13974,11579,10808,9598,9285,12636,4106,9414,4202,3509,0
270,53000,1,2,1,54,1,1,1,2,1,2,14056,14743,15352,14863,15723,16163,13758,8112,12255,7216,7632,9660,0
271,59000,2,1,1,35,-1,-2,-2,-2,-2,-1,3284,3147,3365,3372,3657,3058,1194,830,1156,1504,1496,1231,0
272,32000,2,2,2,42,0,0,0,1,0,-1,6915,5532,5388,5144,4214,4205,1137,456,1181,492,463,740,0
273,211000,2,1,1,34,0,0,-1,-1,-1,-1,29957,27162,27761,24179,22881,24330,7913,16274,14927,17634,17039,8431,1
274,76000,2,4,1,21,1,2,3,2,1,1,31122,29389,28216,30747,25897,22213,16575,18383,12565,10803,10140,13958,0
275,55000,2,2,1,35,2,2,2,1,1,2,28122,23609,19612,17266,14215,13796,2050,760,1056,1209,809,736,0
276,137000,2,5,1,43,0,-1,-1,-1,-2,-2,27607,22712,18466,16109,13670,13973,4574,3699,4462,2670,2883,2442,0
277,75000,2,1,1,36,0,0,1,2,3,3,18971,18623,15752,15894,15376,12866,3133,7053,3506,5581,4277,3118,1
278,195000,2,3,2,24,-1,-1,0,0,1,2,56251,57021,59444,65072,68648,73785,6992,10629,13603,8323,15495,10969,0
279,30000,2,1,2,50,1,0,0,-1,-2,-2,17766,15372,14799,14796,14789,13837,8841,8702,7668,6727,6416,4472,1
280,113000,2,1,1,24,-1,0,-1,0,1,2,41496,38269,37189,36275,31497,30741,4224,4730,5099,3281,5246,3889,0
281,64000,2,1,1,28,0,-1,-1,-2,-2,-2,16458,17955,19644,17953,14879,13350,7901,7395,10120,5902,4669,5914,0
282,221000,1,2,2,25,-1,-2,-2,-1,-2,-1,45699,41275,41621,36366,34522,31212,32958,20250,26940,25975,32303,17233,1
283,157000,1,1,1,25,-1,-2,-2,-1,0,0,69242,67931,56065,60795,55175,44760,11316,6905,5989,8974,8083,3804,0
284,85000,1,2,1,35,0,0,0,-1,0,-1,30028,28568,27498,26612,21686,20630,7868,3221,6208,5462,5558,3129,0
285,86000,2,3,1,41,2,1,2,2,3,2,11239,11183,10402,11055,9705,9018,1082,689,789,890,1280,716,0
286,61000,1,1,2,30,-2,-2,-2,-2,-1,-1,15766,13084,10565,10706,10371,9000,33,35,27,10,11,13,0
287,183000,2,1,1,40,-1,-2,-2,-2,-2,-2,12666,10607,11330,10824,9905,8733,978,2175,1839,1664,1918,843,0
288,40000,2,3,1,42,1,1,0,0,-1,0,21528,21528,22886,18528,15395,15904,1503,2717,2887,1963,1932,1499,0
289,62000,1,2,2,32,-1,-1,-1,0,-1,-1,35884,35435,37325,35601,37291,32522,5246,6096,5162,10819,9545,8426,0
290,117000,2,3,2,21,-1,0,-1,-1,0,-1,22738,19352,18680,16234,14214,14007,9256,5162,8380,5557,3829,4793,1
291,33000,1,2,2,49,0,0,1,2,3,4,14295,15067,13099,10575,11019,9565,2955,2944,3376,2478,2268,2270,0
292,26000,1,2,2,29,-1,-2,-1,0,1,2,3733,2999,2795,2779,2619,2323,343,186,329,387,366,298,0
293,149000,2,1,1,21,-1,0,1,1,0,0,27645,25418,21229,17148,18243,17120,11747,14193,7611,7030,11898,9326,0
294,18000,1,4,1,31,0,1,2,1,1,1,2750,2333,2305,1898,1635,1602,1245,2002,1735,1229,1455,1386,1
295,152000,1,3,1,40,0,-1,0,1,1,1,42133,46242,38835,38872,40898,34096,18210,12894,6942,17687,10099,11080,0
296,48000,2,5,2,42,0,0,0,0,1,0,3279,2633,2108,1772,1454,1342,1430,1320,796,516,509,594,1
297,22000,2,2,2,25,2,3,4,5,4,4,8526,8174,8116,7528,7493,7306,1853,2009,2289,2530,1392,2574,0
298,226000,1,3,2,21,-1,-2,-2,-2,-2,-2,114828,117498,94667,88474,91705,81238,39521,52535,47961,21460,36935,32999,0
299,13000,2,2,2,38,-1,-2,-2,-2,-2,-2,2910,2438,1952,1793,1465,1182,1000,742,753,677,450,401,0
300,180000,1,2,2,40,-1,-1,-1,-2,-2,-2,16567,14868,13705,12757,13545,11521,2086,1154,2336,2089,1449,1882,0
301,890000,1,3,2,45,0,-1,-2,-2,-2,-2,460383,500265,448122,486131,401630,394004,104565,84505,65690,167080,114022,105512,0
302,306000,2,1,2,44,-1,0,-1,-2,-1,0,84942,71427,63912,55432,58751,50263,41829,62816,50514,33942,40054,20781,1
303,50000,2,1,1,36,-1,-1,0,0,-1,0,32876,30416,25610,20860,21637,20102,5393,5456,3664,2160,2162,3273,0
304,263000,2,1,2,27,1,0,-1,0,-1,-1,131446,123330,111869,93510,82286,68830,64388,47240,52302,39389,27751,13126,0
305,184000,2,3,2,31,0,0,1,0,-1,-2,13241,12835,14014,13938,14631,14190,1138,1606,1833,1711,955,887,0
306,31000,2,2,1,33,3,4,3,2,2,1,14017,12077,10993,9528,8095,7249,3580,2004,3642,1910,1010,1082,0
307,27000,2,2,1,27,-1,0,0,1,0,0,10957,11619,11987,10788,8791,7313,995,918,2033,1742,1063,1241,0
308,82000,1,6,2,45,4,5,4,4,4,5,26204,23469,21680,20439,19697,18413,5499,3272,3813,3005,3334,1744,0
309,108000,2,2,1,44,0,0,0,-1,0,1,12677,11061,10875,9803,9892,8725,4474,2751,2523,3194,4961,3087,0
310,168000,1,1,1,22,-1,-2,-1,0,-1,0,30622,33640,31257,26087,23275,23016,3018,8150,7697,4266,2313,2015,0
311,162000,2,2,1,32,-2,-1,-1,-2,-1,-2,77932,82059,80330,66971,55877,60005,35156,48002,39302,30470,24478,30974,0
312,80000,1,3,2,54,4,4,5,6,7,6,30482,28175,27692,24858,25192,20350,17967,8514,9134,11701,14314,5871,0
313,42000,1,1,1,46,1,1,1,0,0,-1,19161,18473,19576,19432,20163,16835,4002,4241,3908,3479,5868,5565,0
314,150000,2,2,2,37,0,1,0,0,-1,0,69473,69615,59084,52098,46459,43205,2312,3767,2238,2418,2461,1386,0
315,182000,2,1,2,45,-1,0,-1,0,0,-1,90560,92090,75087,82289,87841,71640,35375,43431,34374,45575,61902,20901,0
316,75000,2,2,2,50,0,0,1,2,1,1,25033,21005,18632,19848,20534,22021,6086,5173,4700,6819,3462,7487,0
317,55000,2,1,2,36,-2,-2,-2,-2,-1,-2,18201,18570,19672,18154,17551,15528,6390,9807,9525,10804,7758,3965,0
318,42000,1,1,2,23,0,-1,0,-1,-1,-2,2510,2309,1887,1969,1731,1643,148,148,190,89,114,136,0
319,17000,1,2,1,43,-1,-2,-2,-2,-2,-1,9375,10154,8838,7198,6351,6090,1548,1462,1319,1145,1181,1059,0
320,34000,1,4,1,43,0,0,0,-1,-2,-2,2655,2151,1827,1717,1691,1584,375,152,129,122,155,278,0
321,243000,2,2,2,26,-2,-1,0,0,0,1,91501,90680,96563,95842,104684,110057,10307,12719,5579,10829,11609,6552,0
322,68000,2,4,0,37,4,5,5,6,7,7,11689,11457,9720,10292,9554,9271,7156,7767,7251,7155,4328,7577,0
323,38000,2,2,1,28,1,0,-1,-1,-1,-2,27121,28586,24897,25865,26002,23184,5976,3624,3329,4551,2412,4550,1
324,64000,1,1,1,21,5,5,6,7,6,5,36700,39274,42833,45949,42357,38719,12180,14204,20708,10623,22573,9043,1
325,47000,2,1,1,37,-1,0,-1,0,1,1,1857,1852,1484,1341,1236,1006,684,241,355,440,222,166,0
326,98000,2,4,2,48,-1,-1,-1,0,0,0,50296,50117,41819,33892,35651,38206,25074,31533,19714,8217,21313,20372,0
327,48000,2,2,2,38,-1,-1,-2,-2,-1,0,20516,17180,17159,15793,13305,13188,4132,6128,6815,6815,6161,3572,0
328,63000,2,5,2,37,-1,-1,-1,-2,-1,0,46976,47828,47715,42232,39857,33722,4020,3315,5002,3603,4231,2698,0
329,10000,2,1,1,23,1,0,0,-1,0,-1,1153,1017,1083,941,918,859,121,230,236,183,228,132,1
330,27000,1,1,1,41,-1,-2,-1,0,-1,-2,21740,19543,20271,18061,18700,15868,16748,13084,6166,12938,8713,11741,0
331,87000,1,2,1,30,0,-1,-2,-2,-2,-2,21886,23523,20579,18103,19462,20759,8463,8728,8815,8338,3573,9147,0
332,57000,2,1,1,28,0,-1,0,1,2,3,51948,48377,46037,40527,41887,41030,23357,13020,20263,14716,10690,8666,0
333,111000,1,1,2,43,0,0,1,1,1,2,6608,6351,6361,6584,6748,6131,2448,1879,3601,3852,3799,3085,0
334,82000,1,2,1,24,0,1,1,1,2,2,47097,41061,39643,35162,31457,26021,6129,6526,7484,5798,3374,5158,0
335,234000,1,2,1,33,-1,-1,-1,-1,-1,0,42775,34724,31584,29881,32185,35232,4663,2405,4538,5398,2754,2722,0
336,10000,1,1,2,24,0,0,0,0,1,1,5161,4519,3974,3933,3921,3820,2611,2032,1852,2267,1700,2074,1
337,62000,2,1,1,32,-1,-2,-2,-2,-2,-1,40011,36748,36065,31987,31658,31947,20670,19647,10791,6677,12754,18386,0
338,117000,2,2,2,21,-1,0,1,0,0,1,67627,58826,55869,48069,43289,45819,6336,5396,4381,4507,3656,7682,0
339,71000,2,2,2,40,1,0,0,0,0,-1,51958,51564,45649,41174,43313,37515,20246,24964,13672,13226,19612,10539,1
340,52000,1,2,1,39,0,-1,-1,-2,-2,-2,14587,14378,12282,10250,10747,10145,6893,6607,5217,4916,7002,4767,1
341,44000,2,2,1,55,2,2,1,0,-1,-2,26173,28566,26240,27039,25914,22578,5906,3359,4475,5265,6212,2535,1
342,37000,2,3,2,37,-1,-2,-2,-1,-2,-1,11141,10528,10145,9625,10168,10458,5729,4912,4587,5293,5235,4259,1
343,44000,1,2,2,27,-1,0,1,2,1,1,17484,13999,14407,15415,13233,12507,5214,2048,1578,4533,3265,2497,0
344,28000,2,4,1,44,0,1,2,1,0,0,17273,18403,16504,14940,12304,12598,13905,9725,13167,8054,3848,5753,0
345,52000,1,2,1,44,0,0,-1,-1,0,-1,9200,9162,7816,6257,5562,5471,1920,1315,2169,1214,940,1416,0
346,31000,2,1,1,47,0,0,1,0,1,0,19576,18737,19413,19169,18958,15681,813,881,1604,1630,900,1206,0
347,177000,2,2,2,21,2,1,1,2,3,3,149776,160232,175849,145835,142971,148740,54054,30050,36612,27340,46234,30568,0
348,30000,1,2,1,29,1,1,2,3,3,2,11945,9937,10526,8669,7587,6597,509,392,796,357,465,372,0
349,272000,1,2,2,27,0,1,1,0,1,2,87208,89414,72724,63931,70117,59129,10031,17626,15562,14862,6759,6341,0
350,156000,2,2,2,49,1,1,2,2,2,1,31733,29030,31006,26470,25066,25965,15162,12511,16951,8642,10484,7169,0
351,191000,2,1,2,42,-1,0,1,0,0,1,67489,64197,70597,72764,69792,56428,3554,5386,4633,6130,8390,5477,1
352,64000,2,2,1,45,0,1,0,0,1,1,52620,57514,58630,63951,54237,45043,2829,3842,2968,2387,3557,1402,0
353,23000,2,3,1,25,-1,-1,0,-1,-2,-1,8908,9007,9090,9326,7555,6442,4166,3365,3102,2386,1292,2639,1
354,14000,1,2,2,36,1,2,2,3,3,2,850,741,756,625,650,710,87,43,63,76,91,66,0
355,140000,1,2,1,21,-1,0,0,-1,-2,-1,88031,74196,72224,64080,58593,50835,31517,25110,19631,31430,11645,19781,0
356,60000,2,6,2,25,2,3,3,3,2,3,23246,21882,19582,16349,17903,15783,11816,10308,10847,5704,9431,6366,1
357,44000,1,2,1,36,-1,0,1,2,1,0,6603,6710,5711,5051,5001,4622,2466,3197,3599,3184,2508,1699,1
358,119000,2,1,2,37,3,3,2,3,3,4,11292,12419,13264,11274,11969,12064,740,1206,495,498,887,1032,0
359,708000,2,3,2,39,0,-1,-1,-1,-1,0,138336,144890,157369,146443,147738,125366,68599,50512,100799,51897,64554,102636,0
360,68000,2,1,1,29,0,1,1,1,2,2,37588,30097,30008,25788,24301,23438,6285,2235,1981,2794,4233,3252,1
361,179000,1,2,2,39,7,6,6,6,7,7,66371,72650,74222,80136,65510,71301,31645,23589,34737,25110,13008,29519,0
362,57000,2,1,2,35,-1,-1,-2,-2,-2,-1,32795,32763,35719,31726,31686,31702,16939,17999,24461,17404,9011,15156,0
363,157000,2,1,1,49,-1,-1,0,1,0,1,44186,41237,41467,44873,46860,40393,22266,21047,9997,12049,17076,27212,0
364,72000,2,1,1,31,2,3,3,2,3,4,29339,30294,27912,28755,30357,28971,17195,15955,6905,15628,9352,6782,0
365,149000,2,2,2,21,1,1,2,3,3,4,55243,51164,53467,49065,49567,43806,22131,12826,17400,10211,17200,13269,0
366,115000,1,1,2,41,0,0,0,0,0,-1,41828,37744,34012,35190,30016,27671,16548,12495,12789,13143,14313,5202,1
367,37000,2,1,1,38,2,3,4,5,6,7,11099,8931,9013,7560,7594,8283,3163,2474,1301,985,1189,2409,1
368,19000,2,3,1,27,3,2,1,0,0,-1,9097,9761,8458,7112,6268,6593,459,516,755,375,408,453,0
369,10000,1,3,1,32,0,-1,-1,0,1,2,6672,5566,5444,5224,5286,5294,468,359,177,204,282,159,0
370,96000,1,3,1,37,-1,0,1,1,2,2,32592,28813,29989,25919,23610,21843,8434,4465,3607,4699,5301,4394,0
371,223000,1,3,0,32,-1,-1,-1,-1,0,0,178101,148091,160220,139975,121329,97241,18072,9551,10277,14348,9034,10341,0
372,112000,1,2,1,25,2,3,2,3,4,3,83091,88991,87071,77892,63072,62767,35900,22502,37897,16624,20724,14410,0
373,229000,1,3,2,33,-1,0,0,0,0,0,87339,71286,60797,61837,50107,49164,28273,35962,28919,20067,20978,14154,0
374,297000,2,2,2,43,0,0,0,0,-1,-2,162578,153204,166837,173522,184380,201878,40903,20920,44185,54699,33273,34398,0
375,104000,1,2,2,32,-1,-1,-1,-1,-2,-2,48481,38952,37678,41333,44170,46978,11439,11589,7289,7244,6700,14023,0
376,10000,1,2,1,37,1,2,3,3,4,3,2528,2162,1942,1873,2011,1928,597,283,494,660,437,281,0
377,23000,2,1,2,33,0,-1,-1,-2,-2,-1,12871,13671,12876,12367,10729,10228,345,498,477,655,515,365,1
378,35000,1,3,2,24,3,4,3,3,4,4,24641,20261,19584,20657,21989,23422,3099,2306,1866,2928,2142,1402,1
379,19000,2,2,2,34,0,-1,-1,-1,0,0,10549,9657,9586,7766,7604,7560,2154,3320,4478,4164,3049,1500,0
380,14000,1,1,2,31,-1,-1,0,0,-1,0,2843,2675,2377,2059,1926,1793,1055,933,1023,669,675,753,1
381,63000,1,1,1,42,0,1,1,0,0,-1,9372,7951,6506,7078,7712,8200,1159,2369,789,1507,2195,1530,0
382,23000,2,1,2,46,1,0,-1,0,1,0,4340,4019,3500,3556,3474,3093,811,1134,550,1001,581,810,0
383,32000,2,3,1,43,-1,-2,-1,-2,-2,-1,4081,4154,4551,4181,3388,3075,1451,835,822,1157,608,851,1
384,84000,2,6,2,28,-1,-1,-2,-2,-1,-1,15496,13533,13706,12714,13263,14563,10697,6652,8051,6398,8360,6276,0
385,30000,2,2,2,24,4,5,4,5,5,6,17382,15397,16766,16026,13987,11268,5749,2703,4330,3740,4179,4089,1
386,70000,2,1,2,21,-1,-2,-1,0,0,0,32452,27686,28048,23826,26160,22706,935,406,445,689,821,615,0
387,51000,1,1,2,37,4,3,3,2,3,4,2014,2014,1736,1814,1545,1670,52,76,59,66,23,44,0
388,174000,1,3,1,28,1,1,1,1,1,0,113821,98177,84684,85583,79272,76989,8646,3260,5789,3872,5005,4865,1
389,36000,2,1,1,25,0,1,0,-1,-2,-1,22706,22390,22315,18890,16317,15689,5027,8778,6159,3103,5681,2751,0
390,19000,2,4,2,53,-1,0,0,0,1,2,2793,2988,2860,2719,2463,2348,677,381,574,575,334,296,0
391,49000,2,2,1,39,0,0,-1,-2,-2,-1,11732,12813,13069,12419,10474,9428,2042,1816,1589,2454,2095,1953,0
392,458000,2,3,2,38,3,2,3,2,1,0,304673,265151,261793,276011,230564,214182,112112,63408,129433,149796,74075,71665,0
393,263000,1,2,2,38,0,-1,0,1,2,3,93422,85100,86259,77841,78913,79672,3224,1932,1744,2111,2922,2168,0
394,291000,2,2,1,50,-1,-2,-2,-1,0,-1,51807,46906,48950,52850,46232,39225,21115,11985,15399,14702,22950,12476,0
395,96000,1,2,1,33,0,-1,-1,-2,-1,-1,56388,46078,44678,47178,38564,39641,9684,10428,19734,20275,10374,15922,1
396,78000,2,3,2,41,0,0,0,-1,0,0,29772,27038,29706,25746,26595,23339,2305,3113,4512,1715,4741,3544,0
397,26000,2,3,0,43,-1,-2,-1,-1,0,0,10196,10245,11246,10678,10069,8717,5587,7321,4746,5157,6766,3338,0
398,100000,2,2,1,52,1,1,1,1,1,2,64627,58625,48458,48328,40835,43944,10050,7945,4944,9570,3628,9342,1
399,19000,2,2,1,35,0,1,0,1,2,2,6985,5941,4771,4528,4332,3578,2255,2108,925,870,956,816,0
400,55000,2,4,2,46,0,0,-1,-1,0,-1,41943,42872,37629,39445,35974,35337,22251,26479,25430,33540,25023,20292,0
401,95000,1,4,3,21,1,0,1,1,2,1,25774,22927,18345,17873,18918,15213,11018,16759,8304,8281,8089,10954,1
402,38000,2,2,1,54,1,1,0,1,2,3,5755,5779,5714,5024,4163,4370,320,330,514,582,230,442,0
403,97000,2,1,2,39,0,1,1,0,-1,-1,2395,2378,2473,2339,1965,1713,421,1058,564,800,974,479,1
404,41000,2,1,1,42,2,1,2,1,0,0,13785,15062,13763,13400,11096,11544,2672,7326,6566,3894,3288,6166,1
405,10000,1,3,2,23,0,1,0,-1,-2,-2,2610,2863,2294,2331,2328,2109,863,468,569,397,717,277,0
406,131000,2,1,1,23,-1,0,1,0,-1,-1,36175,37141,33128,32571,32963,33568,1334,2358,2778,2620,2657,2591,1
407,116000,1,1,1,29,-1,-1,-2,-1,-2,-2,10351,9584,8411,8211,8019,7652,6321,6073,3939,4138,3320,3031,0
408,38000,1,1,2,35,-1,-1,-1,0,-1,-1,32977,33567,31260,28131,28757,27818,4259,3277,3503,4340,3323,3266,0
409,61000,2,2,1,33,1,0,-1,0,0,-1,36796,35911,30335,24570,26410,27993,6861,4897,2936,2949,5244,3686,0
410,621000,1,2,1,31,-2,-2,-2,-1,0,-1,380816,323831,291938,320105,320139,256300,240336,86228,141001,155530,131064,134749,0
411,125000,1,1,2,33,2,2,2,3,3,2,35690,30788,26965,24252,20166,18485,7999,20343,10057,16103,7651,5293,1
412,37000,2,1,1,21,2,1,0,-1,-2,-1,31649,28951,24483,23197,20523,21112,12578,8863,10018,9812,6357,5135,0
413,90000,2,3,1,39,0,1,0,1,1,1,13551,11613,11710,10459,9934,9908,5930,2957,3624,7575,6144,4105,1
414,111000,2,4,2,33,-1,0,0,1,1,0,66839,55770,60204,64599,67189,57620,59377,28743,48774,53327,34792,32723,0
415,49000,2,1,2,44,-1,0,1,1,1,2,26432,26119,21002,20327,19799,20823,3905,11383,7957,7922,3650,7324,0
416,56000,2,1,1,31,-1,0,-1,-2,-1,0,44675,47839,39006,41949,41264,33426,8276,10077,8949,6303,4302,6785,0
417,13000,1,2,3,32,3,4,5,6,6,5,2220,1783,1514,1433,1565,1292,794,347,433,310,304,360,1
418,57000,1,3,1,36,0,0,0,1,0,1,6987,6760,7207,6939,5821,4769,1208,1228,1120,1174,605,874,0
419,20000,2,3,2,41,0,-1,0,0,-1,0,5131,5337,4602,4251,3654,3736,4653,4535,3132,2959,2589,2791,1
420,22000,2,2,1,46,7,7,8,8,7,7,12681,11013,11836,10931,10145,10546,1962,1155,1482,664,1437,675,0
421,44000,2,3,1,35,-1,-1,-1,-1,-1,-2,17906,14512,14938,13403,11984,10142,9651,6008,5441,4100,4889,2298,0
422,101000,2,1,2,39,1,0,1,1,1,2,47795,45637,47536,48211,42431,41950,40720,35596,16286,47637,40889,28201,0
423,11000,1,1,2,35,2,3,2,2,3,4,4528,3697,3264,3364,3456,3507,1751,1066,958,705,651,626,1
424,48000,2,2,2,32,2,1,0,-1,-1,0,10846,10026,10521,10246,8949,8509,2268,2422,1524,2340,1477,2003,0
425,17000,1,3,1,21,2,1,2,2,2,3,5612,4865,5201,4894,4706,5148,1486,1525,772,897,1341,1790,1
426,448000,2,2,1,37,-1,-1,0,0,0,-1,196011,215199,226086,211895,222993,200529,7060,6478,14534,8108,14800,5318,1
427,17000,2,4,2,27,4,3,4,4,4,4,11810,11432,9332,8133,7937,7151,5455,2534,4750,3952,3766,3940,1
